web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw,rooms,area,price
1662023698-474,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=38,"2,5 Zimmer, 58 m², CHF 1870.—","Goethestr. 26, 8712 Stäfa, ZH",CHF 1870.—,«mit Seesicht und in unmittelbarer Nähe von Einkaufsmöglichkeiten»,"2,5 Zimmer, 58 m², CHF 1870.—Goethestr. 26, 8712 Stäfa, ZH«mit Seesicht und in unmittelbarer Nähe von Einkaufsmöglichkeiten»Diese sehr schöne und moderne 2.5-Zimmer-Dachwohnung im 3. OG mit grosszügigem Balkon, verfügt über Parkett in der ganzen Wohnung. Küche mit Glaskeramik und Geschirrspüler. Wandschränke im Korridor.Ein Kellerabteil gehört ebenfalls zum Mietobjekt.Einstellplätze können für Fr. 140.00 dazu gemietet werden.Sind Sie interessiert, dann zögern Sie nicht und kontakieren Sie uns von Montag- Freitag 09:00 Uhr -16:00 Uhr 044 878 78 10Anbieter kontaktierenKontaktieren",2.5,58,1870
1662023807-1298,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=3,"3,5 Zimmer, 92 m², CHF 2440.—","Grünaustrasse 12, 8953 Dietikon, ZH",CHF 2440.—,«Weissdornhof - die charmante Stadtwohnung in Dietikon»,"top3,5 Zimmer, 92 m², CHF 2440.—Grünaustrasse 12, 8953 Dietikon, ZH«Weissdornhof - die charmante Stadtwohnung in Dietikon»Im Herzen von Dietikon vermieten wir eine attraktive 3.5-Attikawohnung, welche Ihnen den folgenden Ausbaustandart zu bieten hat: - grosszügiger Wohnbereich- mit Eichenparkettboden weiss lasiert- offene Küche- mit Glaskeramikherd- mit Combisteamer (Backen und Steamer)- mit Geschirrspüler- Bad/WC- Dusche/WC- eigener Waschturm- Einbauschrank im Entrée- Terrasse- KellerabteilBei den Bildern handelt es sich um Visualisierungen, welche vom angebotenen Objekt abweichen können. Die genaue Raumaufteilung entnehmen Sie bitte dem Grundrissplan.Ein EinstelAnbieter kontaktierenKontaktieren",3.5,92,2440
1662023786-1135,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=10,"3,5 Zimmer, 72 m², CHF 1690.—","Unterbühlenstr. 3B, 8610 Uster, ZH",CHF 1690.—,«MIETEN OHNE KAUTION - Wohnung sucht Mieter!»,"3,5 Zimmer, 72 m², CHF 1690.—Unterbühlenstr. 3B, 8610 Uster, ZH«MIETEN OHNE KAUTION - Wohnung sucht Mieter!»- Moderne Küche mit Glaskeramikherd und Geschirrspüler- Schönes Bad/WC - Wohnzimmer mit Essbereich sowie Korridor Laminat- Eltern-und Kinderzimmer Plattenboden- Wandschrank im Korridor- Balkon- Kellerabteil- Ruhige Lage- Bushaltestelle nur 2 Minuten entfernt- Einkaufsmöglichkeiten in nächster Nähe- Abstellplatz à CHF 60.-/Monat- Einstellplatz à CHF 120.-/Monat*Bilder zeigen den Standard*Anbieter kontaktierenKontaktieren",3.5,72,1690
1662023704-520,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36,"1,5 Zimmer, 35 m², CHF 1870.—","Zwischenbächen 139, 8048 Zürich, ZH",CHF 1870.—,«MÖBLIERTES WOHNEN IN ZENTRUM»,"1,5 Zimmer, 35 m², CHF 1870.—Zwischenbächen 139, 8048 Zürich, ZH«MÖBLIERTES WOHNEN IN ZENTRUM»Dieses Objekt liegt im ruhigen und grünen Teil vom Kreis 9. Die Gartenwohnung wurde dieses Jahr komplett renoviert und bietet Ihnen alles was Sie benötigen. In wenigen Gehminuten erreichen Sie Einkaufsmöglichkeiten, diverse Restaurants und die öffentlichen Verkehrsmittel. Der private Gartensitzplatz ermöglicht Ihnen nach einem stressigen Arbeitstag den Abend gemütlich ausklingen zulassen. Kommen Sie vorbei und überzeugen Sie sich selbst von diesem Objekt.Dieses properti-Angebot zeichnet sich durch folgende Vorteile aus:Erstbezug nach Renovation",1.5,35,1870
1662023780-1100,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=12,"3,5 Zimmer, 70 m², CHF 1546.—","Hauflandweg 18, 8605 Gutenswil, ZH",CHF 1546.—,«Ruhig gelegene Liegenschaft»,"3,5 Zimmer, 70 m², CHF 1546.—Hauflandweg 18, 8605 Gutenswil, ZH«Ruhig gelegene Liegenschaft»Wir vermieten per 01. November 2022 diese schöne Wohnung mit folgenden Vorzügen:-Platten im Korridor, Küche und Bad-Laminat im Schlafbereich-Badezimmer-KellerabteilZusätzlich kann ein Garagenplatz für CHF 110.00 im Monat dazu gemietet werden.Öffentliche Verkehrsmittel, Einkaufs- und Sportmöglichkeiten, Schulen und Kindergarten befinden sich in der Nähe.Die Bilder sind Musterfotos.Haben wir Ihr Interesse geweckt, dann rufen Sie uns für einen unverbindlichen Besichtigungstermin an.Wir freuen uns auf Ihre Anfrage!Anbieter kontaktierenKontaktieren",3.5,70,1546
1662023764-971,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=17,"3 Zimmer, 68 m², CHF 1315.—","Ifangweg 8, 8610 Uster, ZH",CHF 1315.—,«Wohnen an zentraler Lage»,"3 Zimmer, 68 m², CHF 1315.—Ifangweg 8, 8610 Uster, ZH«Wohnen an zentraler Lage»Per 01.11.2022 vermieten wir diese gemütliche 3.0-Zimmerwohnung in der Nähe des Greifensees.Die Wohnung wir nur noch befristet bis Ende November 2023 vermietet.Die Wohnung überzeugt mit folgender Ausstattung:Wohn-, Schlaf- und Kinderzimmer mit ParkettbodenBadezimmer mit pflegeleichtem PlattenbodenGrosszügiges Wohnzimmer mit direktem Zugang auf den BalkonHelle Küche mit Glaskeramikherd, Backofen und genügend StauraumBadezimmer mit WC, Lavabo, Spiegelschrank, integrierter Kommode und BadewanneBalkon welcher zu gemütlichen Sonnenstunden einlädtEigAnbieter kontaktierenKontaktieren",3.0,68,1315
1662023733-731,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=27,"3,5 Zimmer, 86 m², CHF 2420.—","St. Gallerstrasse 42d, 8400 Winterthur, ZH",CHF 2420.—,"«Wohnen im Sidiareal, www.sidiareal.ch»","3,5 Zimmer, 86 m², CHF 2420.—St. Gallerstrasse 42d, 8400 Winterthur, ZH«Wohnen im Sidiareal, www.sidiareal.ch»Modernes Wohnen im Minergie-Standard. Industrielle Architektur in parkähnlicher Umgebung und sehr kinderfreundlicher Zone. Hervorragend ausgebaute Infrastruktur sowie Einkaufsmöglichkeiten, Freizeit- und Fitnessangebote befinden sich in unmittelbarer Nähe. Mit dem öffentlichen Verkehr gelangt man innert 3 Minuten ins Zentrum von Winterthur. Daneben verfügt Winterthur über mehrere Autobahnanschlüsse. Die Wohnung überzeugt mit folgenden Eigenschaften: - Ganze Wohnung mit Eschenparkett ausgestattet - Nasszellen aus Feinsteinzeugplatten - Helles Wo",3.5,86,2420
1662023777-1057,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=13,"1 Zimmer, 26 m², CHF 1145.—","Wartstr. 28, 8400 Winterthur, ZH",CHF 1145.—,«Helle Wohnung in bester Infrastruktur «Mieten ohne Kaution»»,"1 Zimmer, 26 m², CHF 1145.—Wartstr. 28, 8400 Winterthur, ZH«Helle Wohnung in bester Infrastruktur «Mieten ohne Kaution»»- Ganzen Wohnung mit Parkett- Küche mit Glaskeramik- DU/WC- Wandschrank im Korridor- kein Balkon- Lift- 2 Gehminuten vom Hauptbahnhof und AltstadtDie Fotos zeigen den Standard.Anbieter kontaktierenKontaktieren",1.0,26,1145
1662023752-875,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=21,"3,5 Zimmer, 97 m², CHF 1755.—","Brunnenrain 18, 8415 Berg am Irchel, ZH",CHF 1755.—,«Überbauung Brunnenrain - Eine topmoderne Wohnung erwartet Sie»,"3,5 Zimmer, 97 m², CHF 1755.—Brunnenrain 18, 8415 Berg am Irchel, ZH«Überbauung Brunnenrain - Eine topmoderne Wohnung erwartet Sie»Überbauung Brunnenrain - Eine topmoderne Wohnung erwartet SieIm nördlichen Teil der Gemeinde Berg am Irchel, teilweise umgeben von nicht überbaubarem Land, erwartet Sie Ihre neue Wohnung. Das Gebäude liegt an einer sehr verkehrsruhigen Lage, von wo man über eine wunderschöne Aussicht verfügt.Die Gemeinde:Wissenswertes über die naturnahe Gemeinde Berg am Irchel finden Sie unter: bergamirchel.chDas Mietobjekt:Die moderne, grosszügige und lichtdurchflutete 3.5-Zimmerwohnung bietet einen hohen Komfort. Dies bedeutet für Sie:Moderne, offene Küche miAnbieter kontaktierenKontaktieren",3.5,97,1755
1662023723-650,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=30,"5 Zimmer, CHF 2495.—","Grossackerstrasse 102, 8041 Zürich, ZH",CHF 2495.—,«5-Zimmer-Wohnung im Grünen»,"5 Zimmer, CHF 2495.—Grossackerstrasse 102, 8041 Zürich, ZH«5-Zimmer-Wohnung im Grünen»DAS WICHTIGSTEWohn-/Esszimmer und Korridor mit Parkettboden grosser sonniger Gartensitzplatz geschlossene Küchezwei Nasszellen (1x Toilette/Dusche und 1x Badewanne/Toilette)separates KellerabteilEstrich LiftDIE LAGEDie Liegenschaft liegt oberhalb des alten Dorfkerns am Sonnenhügel von Mittelleimbach an erhöhter, ruhiger Lage am Ende einer Quartierstrasse und unmittelbar an die unüberbaubare Grünzone grenzend mit Aussicht auf die Stadt Zürich. Direkt anschliessend an die Überbauung liegt ein schönes Naherholungsgebiet mit Spaziermöglichkeiten im",5.0,,2495
1662023689-402,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41,"4,5 Zimmer, 109 m², CHF 2380.—","Dorfstrasse 31, 8196 Wil ZH, ZH",CHF 2380.—,«Erstvermietung: Neubauwohnung im 2. Obergeschoss mit Balkon»,"4,5 Zimmer, 109 m², CHF 2380.—Dorfstrasse 31, 8196 Wil ZH, ZH«Erstvermietung: Neubauwohnung im 2. Obergeschoss mit Balkon»Projektwebseite: www.ambushüsli.chEinzug per 1. Februar 20239 NeubauwohnungenÜberbauung «am Bushüsli» im Dorfkern von Wil ZH Ortstypischer Neubau mit modernem funktionalem InnenausbauSituiert mitten im Dorfkern von Wil, entsteht an der Dorfstrasse 31, in der Kernzone ein durchdachtes Mehrfamilienhaus, welches dem Ortsbild angepasst wird.Der zentral gelegene Neubau umfasst 9 Wohnungen, inklusive einer Tiefgarage mit 14 Autoeinstellplätzen (mit Möglichkeit für Elektroanschluss), 2 Motoradabstellplätzen, Veloraum im UG, 3 Besucherparkplätzen sowieAnbieter kontaktierenKontaktieren",4.5,109,2380
1662023698-468,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=38,"2,5 Zimmer, 75 m², CHF 3240.—","Hallwylstrasse 84, 8004 Zürich, ZH",CHF 3240.—,"«Sonnige Wiedikon 2.5 Zim., +Lag.,1 Min. zum Markt, über Blueground»","2,5 Zimmer, 75 m², CHF 3240.—Hallwylstrasse 84, 8004 Zürich, ZH«Sonnige Wiedikon 2.5 Zim., +Lag.,1 Min. zum Markt, über Blueground»Genießen Sie einen optimierten, problemlosen und schnellen Buchungsprozess mit individuellen Preisen basierend auf Ihrer Aufenthaltsdauer und erhalten Sie Zugang zu den besten Wohnungen von Zürich! und das alles im Rahmen flexibler Mietverträge!Erleben Sie mit Blueground Zürich ein neues Lebensgefühl!Schließe jetzt einen Mietvertrag für 12+ monate zum günstigen Tarif von 3240 CHF.Richtpreise/Mietdauer:6-monatiger Mietdauer: CHF 3480 */p.M.3-monatiger Mietvertrag: CHF 4240 */p.M.2-monatiger Mietvertrag: CHF 4320 */p.M.1-monatiger Mietvertrag: CH",2.5,75,3240
1662023692-429,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=40,"4,5 Zimmer, 91 m², CHF 1750.—","Im Riet 14, 8427 Freienstein, ZH",CHF 1750.—,«Charmante Wohnung an idyllischer Lage»,"4,5 Zimmer, 91 m², CHF 1750.—Im Riet 14, 8427 Freienstein, ZH«Charmante Wohnung an idyllischer Lage»Wir vermieten in Freienstein diese schöne 4.5-Zimmerwohnung im 2. Obergeschoss (ohne Lift). Die Wohnung bietet Ihnen folgenden Ausbau:offene Küche mit EsseckeKüche, Essbereich, Bad und Korridor mit PlattenbödenBad mit Badewanne, Lavabo und WCWohnzimmer mit ParkettSchlafräume mit Laminatgrosser Spielplatz mit Sitzplatz grosser Balkon mit AussichtKellerabteilDas Freibad mit grossem Spiel- und Sportplatz ist bequem zu Fuss erreichbar. Die Bushaltestelle sowie der Bahnhof sind in wenigen Minuten erreichbar.Bitte beachten Sie, dass es sich bei den F",4.5,91,1750
1662023711-553,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=34,"3,5 Zimmer, 88 m², CHF 1870.—","8192 Glattfelden, ZH",CHF 1870.—,"«FAMILIENFREUNDLICH, RUHIG UND ZENTRAL»","3,5 Zimmer, 88 m², CHF 1870.—8192 Glattfelden, ZH«FAMILIENFREUNDLICH, RUHIG UND ZENTRAL»Zur Vermietung steht diese grosszügige, schöne 3.5-Zimmer-Wohnung in Niederglatt an einer ruhigen und doch zentralen, familienfreundlichen Lage. Die Wohnung besticht durch einen gut durchdachten Grundriss, durch grosse, helle Räume und zwei Nasszellen mit Dusche, Badewanne und eigenem Waschturm. Die offene Küche mit viel Stauraum ist mit modernsten Küchengeräten ausgestattet. Auf dem sonnigen, grosszügigen Balkon geniessen Sie schöne und erholsame Stunden. Ausserdem fliesst in der Nähe das Flüsschen Glatt vorbei, an dessen Ufer man sich ideal eAnbieter kontaktierenKontaktieren",3.5,88,1870
1662023801-1250,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=5,"2 Zimmer, 87 m², CHF 5350.—","Ankerstr. 114 / Müllerstr. 71, 8004 Zürich, ZH",CHF 5350.—,«Neubau Maisonettewohnung im Kreis 4 Zürich mit grosser Terrasse»,"top2 Zimmer, 87 m², CHF 5350.—Ankerstr. 114 / Müllerstr. 71, 8004 Zürich, ZH«Neubau Maisonettewohnung im Kreis 4 Zürich mit grosser Terrasse»Zentral inmitten der kulturell gewachsenen und modern gewandelten Umgebung, prägt das Platz4-Projekt die Entwicklung im neuen Kreis 4. Platz4 kombiniert die urbane Moderne mit klassischem Charme. Lebensfreude pur. 24/7, rund um die Uhr. 365 Tage im Jahr.- modern designte Küche - keramische Bodenplatten in Parkettoptik - Nasszelle mit hellen keramischen Platten- grosse Dusche- Waschturm in jeder Wohnung- Wände mit Weissputz- Decken mit weissputz - Vorhangschienen bei allen Fenstern- elektrische Aluminiumverbundraffstoren - überhohen Decken- Balk",2.0,87,5350
1662023777-1079,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=13,"4,5 Zimmer, 114 m², CHF 2910.—","Seestrasse 65, 8810 Horgen, ZH",CHF 2910.—,«Modernes und grosszügiges Wohnen!»,"4,5 Zimmer, 114 m², CHF 2910.—Seestrasse 65, 8810 Horgen, ZH«Modernes und grosszügiges Wohnen!»In gepflegter und ansprechender Überbauung vermieten wir per eine modern ausgestattete 4.5-Zimmerwohnung, welche über den Standard einer Eigentumswohnung verfügt.Küche mit Steamer, grossem Kühlschrank mit separatem Tiefkühlfach (3 Schubladen) sowie Geschirrspüler, Glaskeramikherd und BackofenWohn- und Schlafräume mit schönen Langriemen Eichenparkett  Bäder und Küche verfügen über einen pflegeleichten Boden mit Keramiklatten. Eigene Waschmaschine und Tumbler in der Wohnung. KellerabteilDie gute Verkehrslage der Liegenschaft ermöglicht Ihnen, denAnbieter kontaktierenKontaktieren",4.5,114,2910
1662023789-1172,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=9,"2 Zimmer, 80 m², CHF 2790.—","Pfingstweidstrasse 104 E, 8005 Zürich, ZH",CHF 2790.—,«Lassen Sie sich von dieser modernen Attikawohnung überzeugen!»,"2 Zimmer, 80 m², CHF 2790.—Pfingstweidstrasse 104 E, 8005 Zürich, ZH«Lassen Sie sich von dieser modernen Attikawohnung überzeugen!»An bevorzugter Wohnlage vermieten wir diese grosszügige und helle Attikawohnung mit ansprechendem Grundriss und den folgenden Annehmlichkeiten:- alle Zimmer mit Eichenparkettboden- grosszügiges Schlafzimmer - separates Reduit- moderne, offene Küche- mit Geschirrspüler- mit Steamer - mit Glaskeramikherd- modernes Bad/WC - Glasfaseranschluss in allen Zimmern- eigene Waschmaschine und Tumbler- grosszügige Terrasse (20 m²)Bei den Fotos handelt es sich um Musterfotos, welche abweichend sein könnten.Einstellplätze und Motorradplätze können bei BedarfAnbieter kontaktierenKontaktieren",2.0,80,2790
1662023752-867,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=21,"3,5 Zimmer, 76 m², CHF 1990.—","Altwiesenstrasse 346, 8051 Zürich, ZH",CHF 1990.—,«Wohnen im idyllischen Wohnquartier!»,"3,5 Zimmer, 76 m², CHF 1990.—Altwiesenstrasse 346, 8051 Zürich, ZH«Wohnen im idyllischen Wohnquartier!»Wir vermieten diese einzigartige Wohnung per 16.09.2022 im idyllischen Wohnquartier mit folgenden Attributen:- Grosse, offene Küche- Wohnzimmer mit direktem Zugang zu Balkon- Küche mit Glaskeramikherd und Geschirrspüler- Bad/ Dusche- Ideal für Singles und Paare- Einstellplatz à CHF 130.00 (exkl. MWST)Die Liegenschaft ist sehr gut mit dem ÖV erreichbar. In nur 5 Gehminuten erreichen Sie sogar den Bahnhof Stettbach. In der nähe gibt es eine grössere Sportanlage sowie mehrere Einkaufsmöglichkeiten.Haben wir Ihr Interesse geweckt? Wir freuen uns auAnbieter kontaktierenKontaktieren",3.5,76,1990
1662023711-562,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=34,"3 Zimmer, CHF 1250.—","Trüllergasse 15, 8245 Feuerthalen, ZH",CHF 1250.—,«Wohnen am Rhein»,"3 Zimmer, CHF 1250.—Trüllergasse 15, 8245 Feuerthalen, ZH«Wohnen am Rhein»Die Liegenschaft befindet sich direkt gegenüber der Schifflände Schaffhausen.Die Zimmer sind mit Parkettboden ausgestattet. Küche und Bad normaler Ausbau. Der Balkon ist Richtung Innenhof gerichtet.Ein Parkplatz kann für Fr. 60.00 dazugemietet werden.",3.0,,1250
1662023736-766,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=26,"4,5 Zimmer, 106 m², CHF 2670.—","Steigstr. 3, 8610 Uster, ZH",CHF 2670.—,«Weitsicht auf der sonnigen Terrasse geniessen»,"4,5 Zimmer, 106 m², CHF 2670.—Steigstr. 3, 8610 Uster, ZH«Weitsicht auf der sonnigen Terrasse geniessen»Wir vermieten eine moderne 4.5-Zimmer-Dachwohnung, an schöner und ruhiger Wohnlage. Die Bahnstation und Einkaufsmöglichkeiten sind im Umkreis von 15 Gehminuten erreichbar.Die attraktive Wohnung besticht durch: hoher AusbauWohnzimmer mit Dachfenstern und zwei grosszügigen Terrassensämtliche Böden mit Parkett belegthelle Küche mit dunkler Granitabdeckung, Glaskeramik-Kochfeld, Backofen, Geschirrspüler und SteamerBadezimmer mit Badewanne, Dusche, WC und Dach-Fenster separates WC vorhandeneigener Waschturm in Wohnung Kellerabteil mit SteckdoseEine Anbieter kontaktierenKontaktieren",4.5,106,2670
1662023727-691,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=29,"3,5 Zimmer, 91 m², CHF 2095.—","8330 Pfäffikon ZH, ZH",CHF 2095.—,«HELL UND MODERN»,"3,5 Zimmer, 91 m², CHF 2095.—8330 Pfäffikon ZH, ZH«HELL UND MODERN»Diese moderne Wohnung zeichnet sich aus durch ihre lichtdurchfluteten Zimmer und den grosszügigen Wohnbereich aus. Die Wohnung ist mit dem Waschturm und dem zusätzlichen Gäste-WC optimal ausgestattet und entspricht dem Minergie-Standard. Das Naherholungsgebiet liegt vor der Haustür und der Pfäffikersee ist in unmittelbarer Nähe.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- lichtdurchflutete Zimmer- offene Küche- Minergie-Standard- Gartensitzplatz inklusive kleine Wiese- Waschturm in Reduit vorhanden- TiefgaragenparkplatAnbieter kontaktierenKontaktieren",3.5,91,2095
1662023692-417,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=40,"3,5 Zimmer, 74 m², CHF 1715.—","Bärenweidstrasse 12, 8833 Samstagern, ZH",CHF 1715.—,«Grosszügige Wohnung an ruhiger Lage»,"3,5 Zimmer, 74 m², CHF 1715.—Bärenweidstrasse 12, 8833 Samstagern, ZH«Grosszügige Wohnung an ruhiger Lage»*Bei den publizierten Bildern handelt es sich um eine typenähnliche Wohnung. Abweichungen zum Angebot sind daher möglich.*Per 01. Oktober 2022 vermieten wir diese schöne 3.5 Zimmer-Wohnung mit folgendem Ausbaustandard:Diese Wohnung bietet Ihnen Folgendes: Entrée, Wohn-/Esszimmer, Küche und Bad mit hellen Keramikbodenplatten Schafzimmer mit Parkett Halboffene moderne Wohnküche mit Geschirrspüler, Glaskeramikherd und Sichtbackofen Grosszügiges Bad/WC  Separate Dusche Südbalkon Kellerabteil vorhanden mit Stromanschluss Lift vorhandenDie Liegenscha",3.5,74,1715
1662023686-376,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42,"4,5 Zimmer, 111 m², CHF 1980.—","Obermülistrasse 39, 8320 Fehraltorf, ZH",CHF 1980.—,«Ihre neue Wohlfühloase»,"4,5 Zimmer, 111 m², CHF 1980.—Obermülistrasse 39, 8320 Fehraltorf, ZH«Ihre neue Wohlfühloase»Per sofort oder nach Vereinbarung vermieten wir diese helle und moderne 4.5-Zimmerwohnung in Fehraltorf.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenNasszelle und Küche mit dunklem PlattenbodenWohnzimmer verfügt über eine gemütliche Chéminée-EckeModerne Küche mit Glaskeramikherd, Geschirrspüler, Backofen und genügend Stauraum für Ihre KüchenutensilienBadezimmer mit WC, Lavabo, Spiegelschrank und BadewanneSeparates WC mit Lavabo, Spiegelschrank und DuscheGrosszügiger Balkon welcher zu gemütlichen SonnAnbieter kontaktierenKontaktieren",4.5,111,1980
1662023701-502,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37,"3 Zimmer, CHF 1850.—","Zürcherstrasse 71, 8102 Oberengstringen, ZH",CHF 1850.—,«Sanierte Wohnung am Stadtrand von Zürich»,"3 Zimmer, CHF 1850.—Zürcherstrasse 71, 8102 Oberengstringen, ZH«Sanierte Wohnung am Stadtrand von Zürich»Die Sanierung von den Häusern an der Zürcherstrasse 71 + 73 in Oberengstringen ist abgeschlossen und für neue Mieter bezugsbereit. In den Liegenschaften wurden die Küchen und das Badezimmer saniert.Aktuell ist eine 4.5-Zimmerwohnung im Hochparterre sowie eine 3-Zimmerwohnung im 2. OG frei.Die Wohnung: - Neue Küche mit viel Stauraum und den neusten Geräten- Badezimmer mit Badewanne, Lavabo, Spiegelschrank, WC und Fenster- Parkettboden im Wohnzimmer, Schlafzimmer und Korridor- Einbauschrank im Eingangsbereich- Balkon (ca. 11.8 m²)- Kellerabteil u",3.0,,1850
